study_id,study_short_name,variant_id,variant_name,variant_kind,level,n_rows,n_success,graph_score_mean,graph_score_std,spearman_good_neutral_bad,auc_good_vs_bad
2,node_role_ablation,base,Baseline,baseline,node-role,8,8,0.7253042307871419,0.01357632970542517,nan,0.5
2,node_role_ablation,drop_role_evidence,Drop all Evidence nodes,drop_role_nodes,node-role,8,8,0.6103195035574063,0.10141442823418237,nan,0.5
2,node_role_ablation,drop_role_method,Drop all Method nodes,drop_role_nodes,node-role,8,8,0.6240501863741703,0.11482534275724338,nan,0.5
2,node_role_ablation,drop_role_result,Drop all Result nodes,drop_role_nodes,node-role,8,8,0.7253042307871419,0.01357632970542517,nan,0.5
2,node_role_ablation,drop_role_claim,Drop all Claim nodes,drop_role_nodes,node-role,8,8,0.7253042307871419,0.01357632970542517,nan,0.5
2,node_role_ablation,drop_role_counterevidence,Drop all Counterevidence nodes,drop_role_nodes,node-role,8,8,0.7253042307871419,0.01357632970542517,nan,0.5
2,node_role_ablation,drop_role_limitation,Drop all Limitation nodes,drop_role_nodes,node-role,8,8,0.7253042307871419,0.01357632970542517,nan,0.5
2,node_role_ablation,drop_role_context,Drop all Context nodes,drop_role_nodes,node-role,8,8,0.7253042307871419,0.01357632970542517,nan,0.5
2,node_role_ablation,drop_low_quality_quintile,Drop lowest-quality 20% nodes (per trial),drop_nodes_by_trial_quality_quantile,node-role,8,8,0.1500000007,0.0,nan,0.5
2,node_role_ablation,drop_high_quality_quintile,Drop highest-quality 20% nodes (per trial),drop_nodes_by_trial_quality_quantile,node-role,8,8,0.1500000007,0.0,nan,0.5
