component__best_path__mean,component__bridge_coverage__mean,component__coherence__mean,component__coverage__mean,component__fragility__mean,component__redundancy__mean,component__score_raw__mean,graph_score_max,graph_score_mean,graph_score_min,graph_score_std,n_rows,n_success,paper_id,paper_key,rating,sheet,title,variant_id,variant_name
0.14508290325433748,0.21666666666666667,0.10416666666666667,0.041666666666666664,0.1862131603279557,0.20833333333333331,0.10833875176439102,0.69123934937857,0.2583387522477135,0.1500000007,0.17547548377744768,64,64,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_context,Drop all Context nodes
0.2889615400984627,0.3573717948717949,0.4894179894179894,0.375,0.11420489232088794,0.4583333333333333,0.2996443988362301,0.7805773097751776,0.4496443989369413,0.1500000007,0.28115361175134096,64,64,001,Economics__001__likelihood-based-inference-in-cointegrated-models,Good,Economics,Likelihood-Based Inference in Cointegrated Models,drop_role_context,Drop all Context nodes
0.48224992404311384,0.7777472527472528,0.9274987584167792,0.8571428571428571,0.12051428854451152,0.9523809523809524,0.6182434553290214,0.8616820830486469,0.7682434547925344,0.4205337453739838,0.14181662858857869,56,56,002,Economics__002__a-simple-estimator-of-cointegrating-vectors,Good,Economics,A Simple Estimator of Cointegrating Vectors,drop_role_context,Drop all Context nodes
0.4867424187758888,0.4474882260596546,0.8428571428571429,0.38095238095238093,0.20427170363672606,0.5714285714285714,0.41101214375861506,0.8317470351477712,0.5610121436365907,0.23021942370074408,0.17261934942827184,56,56,003,Economics__003__the-time-interpretation-of-expected-utility-theory,Good (theory),Economics,The Time Interpretation of Expected Utility Theory,drop_role_context,Drop all Context nodes
0.5221204584636436,0.7350694444444444,1.0,0.29166666666666663,0.06698087193996732,0.75,0.5459170116026936,0.8134269408822353,0.6959170112108595,0.5273656650148238,0.10000676874669608,64,64,004,Economics__004__production-information-costs-and-economic-organization,Good,Economics,"Production, Information Costs, and Economic Organization",drop_role_context,Drop all Context nodes
0.38824631333528464,0.7358903657616893,0.8329441391941392,0.625,0.0744581131743397,0.7916666666666666,0.5344098667175065,0.8442031630011223,0.6844098663486866,0.1500000007,0.20646875892304103,64,64,005,Economics__005__almost-ideal-demand-system,Good,Economics,Almost Ideal Demand System,drop_role_context,Drop all Context nodes
0.35732405701094583,0.513376504447933,0.6847619047619047,0.5238095238095238,0.07398468613830209,0.619047619047619,0.42029172315826013,0.8254633768772812,0.5702917230176766,0.1500000007,0.27744504225966066,56,56,006,Economics__006__optimal-taxation-and-public-production,Good,Economics,Optimal Taxation and Public Production,drop_role_context,Drop all Context nodes
0.4477970812870969,0.7431547619047619,0.875,0.7083333333333333,0.061523890872748545,0.8333333333333334,0.5718427105003857,0.8763750211700853,0.7218427100567003,0.1500000007,0.2202342926477462,64,64,007,Economics__007__national-debt-in-a-neoclassical-growth-model,Good,Economics,National Debt in a Neoclassical Growth Model,drop_role_context,Drop all Context nodes
0.5004099552887608,0.8630559916274202,0.9671717171717171,0.9047619047619048,0.07162707334523626,0.8571428571428571,0.6458872164920505,0.862911645139322,0.795887215900276,0.6638297496269912,0.06340553384062811,56,56,008,Economics__008__survival-of-the-un-fittest-why-the-worst-infrastructure-gets-built-and-what-we-c,Good,Economics,Survival of the Un-fittest: Why the Worst Infrastructure Gets Built -- and What We Can Do About It,drop_role_context,Drop all Context nodes
0.5420695531661309,0.765573489010989,0.9861111111111112,0.9583333333333334,0.06389421338258443,0.7916666666666666,0.6305210729813367,0.8771991249373671,0.7805210724202946,0.5820897597647375,0.10316038643658233,64,64,009,Economics__009__the-colonial-origins-of-comparative-development-an-empirical-investigation,Good,Economics,The Colonial Origins of Comparative Development: An Empirical Investigation,drop_role_context,Drop all Context nodes
0.3446379594822542,0.5184523809523809,0.6431878306878307,0.5714285714285714,0.08725166967914447,0.7142857142857143,0.43128933201128444,0.8678745149123609,0.5812893318487058,0.1500000007,0.2785252302186988,56,56,010,Economics__010__political-selection-and-persistence-of-bad-governments,Neutral,Economics,Political selection and persistence of bad governments,drop_role_context,Drop all Context nodes
0.5287833414690137,0.8176339285714286,0.993421052631579,0.9166666666666666,0.07137619096599565,0.875,0.6481566607950358,0.8846536819176574,0.7981566601987224,0.73842473247076,0.042675564744848286,64,64,011,Economics__011__monetary-economics-from-econophysics-perspective,Neutral,Economics,Monetary economics from econophysics perspective,drop_role_context,Drop all Context nodes
0.4896106519245318,0.7249084249084249,0.9504419191919192,0.7916666666666666,0.08807442537821951,0.7083333333333333,0.5708794639873648,0.8547598618013889,0.7208794635456058,0.5016891721669163,0.09675067134004899,64,64,012,Economics__012__expected-growth-criterion-an-axiomatization,Neutral,Economics,Expected Growth Criterion: An Axiomatization,drop_role_context,Drop all Context nodes
0.48579473465744194,0.5870424612152554,0.9528532870638133,0.5416666666666666,0.14486506983117733,0.9583333333333334,0.5396815338665457,0.8418305676859886,0.6896815334871826,0.5976471762971433,0.07895604348634656,64,64,013,Economics__013__labour-by-design-contributions-of-david-card-joshua-angrist-and-guido-imbens,Neutral,Economics,"Labour by Design: Contributions of David Card, Joshua Angrist, and Guido Imbens",drop_role_context,Drop all Context nodes
0.4768302717014701,0.6049856393606393,0.7814638067870826,0.7083333333333334,0.18758789644634852,0.875,0.5225455073106167,0.8120209474123328,0.6725455069655256,0.24539350407781743,0.17988914874167236,64,64,014,Economics__014__hypothetical-bias-in-stated-choice-experiments-part-i-integrative-synthesis-of-e,Neutral,Economics,"Hypothetical bias in stated choice experiments: Part I. Integrative synthesis of empirical 
evidence and conceptualisation of external validity",drop_role_context,Drop all Context nodes
