component__best_path,component__bridge_coverage,component__coherence,component__coverage,component__fragility,component__redundancy,component__score_raw,dag_path,edge__alignment_mean,edge__edge_conf_mean,edge__edge_conf_raw_mean,edge__n_edges,edge__role_prior_mean,edge__synergy_mean,edge__trust_parent_mean,error_message,error_stage,graph_score,k,m,n_conclusion,n_edges,n_hypothesis,n_nodes,node_scores_path,paper_id,paper_key,rating,sheet,study_id,study_short_name,success,title,variant_id,variant_kind,variant_name
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k000.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,0,0,0,0,1,1,node_scores/dag_k000/node_scores_m000.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_method,drop_role_nodes,Drop all Method nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k000.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,0,1,0,0,1,1,node_scores/dag_k000/node_scores_m001.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_method,drop_role_nodes,Drop all Method nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k000.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,0,2,0,0,1,1,node_scores/dag_k000/node_scores_m002.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_method,drop_role_nodes,Drop all Method nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k000.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,0,3,0,0,1,1,node_scores/dag_k000/node_scores_m003.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_method,drop_role_nodes,Drop all Method nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k000.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,0,4,0,0,1,1,node_scores/dag_k000/node_scores_m004.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_method,drop_role_nodes,Drop all Method nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k000.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,0,5,0,0,1,1,node_scores/dag_k000/node_scores_m005.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_method,drop_role_nodes,Drop all Method nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k000.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,0,6,0,0,1,1,node_scores/dag_k000/node_scores_m006.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_method,drop_role_nodes,Drop all Method nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k000.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,0,7,0,0,1,1,node_scores/dag_k000/node_scores_m007.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_method,drop_role_nodes,Drop all Method nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k001.json,0.125,0.48484227259384816,0.5058333333333334,1.0,0.5,0.5166666666666666,0.5,,,0.1500000007,1,0,0,1,1,2,node_scores/dag_k001/node_scores_m000.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_method,drop_role_nodes,Drop all Method nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k001.json,0.125,0.5096035748185752,0.5316666666666667,1.0,0.5,0.5208333333333333,0.5,,,0.1500000007,1,1,0,1,1,2,node_scores/dag_k001/node_scores_m001.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_method,drop_role_nodes,Drop all Method nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k001.json,0.125,0.5295723669352905,0.5525000000000001,1.0,0.5,0.55,0.5,,,0.1500000007,1,2,0,1,1,2,node_scores/dag_k001/node_scores_m002.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_method,drop_role_nodes,Drop all Method nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k001.json,0.125,0.4766950054102283,0.49733333333333335,1.0,0.5,0.48916666666666664,0.5,,,0.1500000007,1,3,0,1,1,2,node_scores/dag_k001/node_scores_m003.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_method,drop_role_nodes,Drop all Method nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k001.json,0.125,0.4920310377558657,0.5133333333333334,1.0,0.5,0.47916666666666663,0.5,,,0.1500000007,1,4,0,1,1,2,node_scores/dag_k001/node_scores_m004.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_method,drop_role_nodes,Drop all Method nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k001.json,0.125,0.47845225911649925,0.4991666666666667,1.0,0.5,0.4833333333333333,0.5,,,0.1500000007,1,5,0,1,1,2,node_scores/dag_k001/node_scores_m005.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_method,drop_role_nodes,Drop all Method nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k001.json,0.125,0.5183898433499299,0.5408333333333334,1.0,0.5,0.5416666666666667,0.5,,,0.1500000007,1,6,0,1,1,2,node_scores/dag_k001/node_scores_m006.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_method,drop_role_nodes,Drop all Method nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k001.json,0.125,0.49842105123321456,0.52,1.0,0.5,0.5125,0.5,,,0.1500000007,1,7,0,1,1,2,node_scores/dag_k001/node_scores_m007.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_method,drop_role_nodes,Drop all Method nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k002.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,2,0,0,0,1,1,node_scores/dag_k002/node_scores_m000.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_method,drop_role_nodes,Drop all Method nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k002.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,2,1,0,0,1,1,node_scores/dag_k002/node_scores_m001.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_method,drop_role_nodes,Drop all Method nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k002.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,2,2,0,0,1,1,node_scores/dag_k002/node_scores_m002.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_method,drop_role_nodes,Drop all Method nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k002.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,2,3,0,0,1,1,node_scores/dag_k002/node_scores_m003.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_method,drop_role_nodes,Drop all Method nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k002.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,2,4,0,0,1,1,node_scores/dag_k002/node_scores_m004.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_method,drop_role_nodes,Drop all Method nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k002.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,2,5,0,0,1,1,node_scores/dag_k002/node_scores_m005.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_method,drop_role_nodes,Drop all Method nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k002.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,2,6,0,0,1,1,node_scores/dag_k002/node_scores_m006.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_method,drop_role_nodes,Drop all Method nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k002.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,2,7,0,0,1,1,node_scores/dag_k002/node_scores_m007.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_method,drop_role_nodes,Drop all Method nodes
0.3930242923242669,1.0,0.8333333333333334,0.3333333333333333,0.2645637369876912,1.0,0.5752381791995796,dag/dag_k003.json,0.07788421373947689,0.4578588453338215,0.48584397692950326,6.0,0.5833333333333334,0.49527777777777776,0.3034812848177083,,,0.7252381787491032,3,0,2,6,1,5,node_scores/dag_k003/node_scores_m000.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_method,drop_role_nodes,Drop all Method nodes
0.37991651447325203,1.0,0.8333333333333334,0.3333333333333333,0.26416436114535696,1.0,0.5720211411131761,dag/dag_k003.json,0.07788421373947689,0.4540641198919202,0.4818995324850588,6.0,0.5833333333333334,0.4880555555555555,0.2978472647666667,,,0.7220211406691338,3,1,2,6,1,5,node_scores/dag_k003/node_scores_m001.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_method,drop_role_nodes,Drop all Method nodes
