component__best_path__mean,component__bridge_coverage__mean,component__coherence__mean,component__coverage__mean,component__fragility__mean,component__redundancy__mean,component__score_raw__mean,graph_score_max,graph_score_mean,graph_score_min,graph_score_std,n_rows,n_success,paper_id,paper_key,rating,sheet,title,variant_id,variant_name
0.14508045724278493,0.21666666666666667,0.10416666666666667,0.041666666666666664,0.1870054221551864,0.20833333333333331,0.10821930098741828,0.6906794925917525,0.25821930147097966,0.1500000007,0.17518655852450774,64,64,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,"Co-Integration and Error Correction: Representation, Estimation, and Testing",no_pair_synergy_table,Disable pair-specific synergy table
0.2965574172929343,0.35755494505494506,0.49537037037037035,0.375,0.1106523279915429,0.4583333333333333,0.3027172784252754,0.800231715133234,0.45271727851984084,0.1500000007,0.28579355212484414,64,64,001,Economics__001__likelihood-based-inference-in-cointegrated-models,Good,Economics,Likelihood-Based Inference in Cointegrated Models,no_pair_synergy_table,Disable pair-specific synergy table
0.47594944684308665,0.7777472527472528,0.9274987584167792,0.8571428571428571,0.12222262290802763,0.9523809523809524,0.6164120858744873,0.8598857286668758,0.766412085341663,0.4195736458509323,0.1414409295137157,56,56,002,Economics__002__a-simple-estimator-of-cointegrating-vectors,Good,Economics,A Simple Estimator of Cointegrating Vectors,no_pair_synergy_table,Disable pair-specific synergy table
0.4694948065556032,0.44116300366300365,0.8428571428571429,0.38095238095238093,0.19654009922086543,0.5714285714285714,0.40627867576675997,0.8272840465913487,0.5562786756542025,0.23021942370074408,0.16985555746548822,56,56,003,Economics__003__the-time-interpretation-of-expected-utility-theory,Good (theory),Economics,The Time Interpretation of Expected Utility Theory,no_pair_synergy_table,Disable pair-specific synergy table
0.5026683246257712,0.7350694444444444,1.0,0.29166666666666663,0.07046064646896265,0.75,0.5405320119638761,0.8041621665942369,0.6905320115828121,0.5257525386759264,0.09867763118969683,64,64,004,Economics__004__production-information-costs-and-economic-organization,Good,Economics,"Production, Information Costs, and Economic Organization",no_pair_synergy_table,Disable pair-specific synergy table
0.3869727136196267,0.7183760683760684,0.8329441391941392,0.625,0.07507326956097295,0.7916666666666666,0.5296206189841918,0.827225058254399,0.6796206186249505,0.1500000007,0.204458280807465,64,64,005,Economics__005__almost-ideal-demand-system,Good,Economics,Almost Ideal Demand System,no_pair_synergy_table,Disable pair-specific synergy table
0.3489901215300723,0.5025510204081632,0.6847619047619047,0.5238095238095238,0.0750477497200942,0.619047619047619,0.41534240874083045,0.8190601298357281,0.5653424086101456,0.1500000007,0.2745936502004549,56,56,006,Economics__006__optimal-taxation-and-public-production,Good,Economics,Optimal Taxation and Public Production,no_pair_synergy_table,Disable pair-specific synergy table
0.44321878513342367,0.7317708333333334,0.875,0.7083333333333333,0.05968775979880874,0.8333333333333334,0.5681275739802013,0.8744359682640653,0.7181275735439461,0.1500000007,0.218256504742787,64,64,007,Economics__007__national-debt-in-a-neoclassical-growth-model,Good,Economics,National Debt in a Neoclassical Growth Model,no_pair_synergy_table,Disable pair-specific synergy table
0.4808598393349631,0.8634561516914457,0.9698127958997524,0.9047619047619048,0.06966551028523287,0.8571428571428571,0.6416580698514115,0.8567946355373691,0.7916580692680953,0.6618658805321059,0.06218345998865903,56,56,008,Economics__008__survival-of-the-un-fittest-why-the-worst-infrastructure-gets-built-and-what-we-c,Good,Economics,Survival of the Un-fittest: Why the Worst Infrastructure Gets Built -- and What We Can Do About It,no_pair_synergy_table,Disable pair-specific synergy table
0.524520430366486,0.7536114926739926,0.9861111111111112,0.9583333333333334,0.06482711372797272,0.7916666666666666,0.6230033581453682,0.8771984544010256,0.7730033575993615,0.5820882019961421,0.10108557944738672,64,64,009,Economics__009__the-colonial-origins-of-comparative-development-an-empirical-investigation,Good,Economics,The Colonial Origins of Comparative Development: An Empirical Investigation,no_pair_synergy_table,Disable pair-specific synergy table
0.33641363829236,0.5184523809523809,0.6431878306878307,0.5714285714285714,0.08921850841538033,0.7142857142857143,0.42893822590337555,0.866205384964899,0.578938225745499,0.1500000007,0.27703233262023597,56,56,010,Economics__010__political-selection-and-persistence-of-bad-governments,Neutral,Economics,Political selection and persistence of bad governments,no_pair_synergy_table,Disable pair-specific synergy table
0.5061549957020401,0.8176339285714286,0.993421052631579,0.9166666666666666,0.07406700274409662,0.875,0.6420959525865773,0.8814264508630419,0.7920959520023853,0.7340513288428219,0.04328330469614086,64,64,011,Economics__011__monetary-economics-from-econophysics-perspective,Neutral,Economics,Monetary economics from econophysics perspective,no_pair_synergy_table,Disable pair-specific synergy table
