component__best_path__mean,component__bridge_coverage__mean,component__coherence__mean,component__coverage__mean,component__fragility__mean,component__redundancy__mean,component__score_raw__mean,graph_score_max,graph_score_mean,graph_score_min,graph_score_std,n_rows,n_success,paper_id,paper_key,rating,sheet,title,variant_id,variant_name
0.14508290325433748,0.21666666666666667,0.10416666666666667,0.041666666666666664,0.0,0.20833333333333331,0.13627072581358438,0.6823827227692936,0.1603185016365211,1e-09,0.23285863260095457,64,64,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,"Co-Integration and Error Correction: Representation, Estimation, and Testing",zero_fragility,Zero graph component weight: fragility
0.2991132033643172,0.35755494505494506,0.49537037037037035,0.375,0.0,0.4583333333333333,0.31995407414185256,0.7845260879441064,0.3764165580611111,1e-09,0.3360510841705252,64,64,001,Economics__001__likelihood-based-inference-in-cointegrated-models,Good,Economics,Likelihood-Based Inference in Cointegrated Models,zero_fragility,Zero graph component weight: fragility
0.48224992404311384,0.7777472527472528,0.9274987584167792,0.8571428571428571,0.0,0.9523809523809524,0.6363205986106981,0.8522039807405105,0.7486124684565375,0.37958412992469337,0.1511094095740621,56,56,002,Economics__002__a-simple-estimator-of-cointegrating-vectors,Good,Economics,A Simple Estimator of Cointegrating Vectors,zero_fragility,Zero graph component weight: fragility
0.48633019574112624,0.44116300366300365,0.8428571428571429,0.38095238095238093,0.0,0.5714285714285714,0.43996853794627055,0.8218492101958097,0.5176100446074511,0.20830613752317156,0.17428301652719658,56,56,003,Economics__003__the-time-interpretation-of-expected-utility-theory,Good (theory),Economics,The Time Interpretation of Expected Utility Theory,zero_fragility,Zero graph component weight: fragility
0.5221204584636436,0.7350694444444444,1.0,0.29166666666666663,0.0,0.75,0.5559641423936886,0.7922551513618294,0.6540754613314828,0.4553985590011206,0.12015581834969499,64,64,004,Economics__004__production-information-costs-and-economic-organization,Good,Economics,"Production, Information Costs, and Economic Organization",zero_fragility,Zero graph component weight: fragility
0.38824631333528464,0.7183760683760684,0.8329441391941392,0.625,0.0,0.7916666666666666,0.5412000093472521,0.8123401520166411,0.6367058930762965,1e-09,0.24538117415699698,64,64,005,Economics__005__almost-ideal-demand-system,Good,Economics,Almost Ideal Demand System,zero_fragility,Zero graph component weight: fragility
0.35732405701094583,0.5025510204081632,0.6847619047619047,0.5238095238095238,0.0,0.619047619047619,0.42868305506906296,0.8126891580019798,0.5043330059549375,1e-09,0.33194393437776687,56,56,006,Economics__006__optimal-taxation-and-public-production,Good,Economics,Optimal Taxation and Public Production,zero_fragility,Zero graph component weight: fragility
0.4488062314504468,0.7317708333333334,0.875,0.7083333333333333,0.0,0.8333333333333334,0.5784775995292784,0.8622307883421585,0.6805618814380272,1e-09,0.26131299131674823,64,64,007,Economics__007__national-debt-in-a-neoclassical-growth-model,Good,Economics,National Debt in a Neoclassical Growth Model,zero_fragility,Zero graph component weight: fragility
0.4908638181625854,0.8634561516914457,0.9698127958997524,0.9047619047619048,0.0,0.8571428571428571,0.6546088911011021,0.8572751190112545,0.7701281066375109,0.6098362483416312,0.07560631010142893,56,56,008,Economics__008__survival-of-the-un-fittest-why-the-worst-infrastructure-gets-built-and-what-we-c,Good,Economics,Survival of the Un-fittest: Why the Worst Infrastructure Gets Built -- and What We Can Do About It,zero_fragility,Zero graph component weight: fragility
0.5394094461493866,0.7536114926739926,0.9861111111111112,0.9583333333333334,0.0,0.7916666666666666,0.6364496791502893,0.8654483471173618,0.7487643279145763,0.516903582237699,0.12160965443516851,64,64,009,Economics__009__the-colonial-origins-of-comparative-development-an-empirical-investigation,Good,Economics,The Colonial Origins of Comparative Development: An Empirical Investigation,zero_fragility,Zero graph component weight: fragility
