component__best_path__mean,component__bridge_coverage__mean,component__coherence__mean,component__coverage__mean,component__fragility__mean,component__redundancy__mean,component__score_raw__mean,graph_score_max,graph_score_mean,graph_score_min,graph_score_std,n_rows,n_success,paper_id,paper_key,rating,sheet,title,variant_id,variant_name
0.14508290325433748,0.25,0.10416666666666667,0.041666666666666664,0.1862131603279557,0.20833333333333331,0.11667208509772435,0.69123934937857,0.26667208556438016,0.1500000007,0.17901950344064121,64,64,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_limitation,Drop all Limitation nodes
0.3030288218493801,0.3555860805860806,0.4947916666666667,0.375,0.11453201497528794,0.4583333333333333,0.3032030900292387,0.7975496339766284,0.45320309012283244,0.1500000007,0.285340409739844,64,64,001,Economics__001__likelihood-based-inference-in-cointegrated-models,Good,Economics,Likelihood-Based Inference in Cointegrated Models,drop_role_limitation,Drop all Limitation nodes
0.4868742623886763,0.7925170068027211,0.919187747694359,0.8571428571428571,0.12158537865348436,0.9523809523809524,0.6221002138406911,0.8614974186631138,0.7721002132964907,0.4253414376720607,0.14139064868131948,56,56,002,Economics__002__a-simple-estimator-of-cointegrating-vectors,Good,Economics,A Simple Estimator of Cointegrating Vectors,drop_role_limitation,Drop all Limitation nodes
0.4960634295728981,0.4538265306122449,0.8412698412698413,0.38095238095238093,0.19497494425352774,0.5714285714285714,0.4161627563447645,0.8504073645205797,0.566162756212439,0.233424551899462,0.17435460211352657,56,56,003,Economics__003__the-time-interpretation-of-expected-utility-theory,Good (theory),Economics,The Time Interpretation of Expected Utility Theory,drop_role_limitation,Drop all Limitation nodes
0.5221204584636436,0.7457370448179271,1.0,0.29166666666666663,0.06698087193996732,0.75,0.5485839116960642,0.8134269408822353,0.6985839112988964,0.5273656650148238,0.09938603269041077,64,64,004,Economics__004__production-information-costs-and-economic-organization,Good,Economics,"Production, Information Costs, and Economic Organization",drop_role_limitation,Drop all Limitation nodes
0.3814294814265727,0.7256396789485025,0.8305693210298473,0.625,0.07160358644258595,0.75,0.5240836842303657,0.8215309866814743,0.6740836838821982,0.1500000007,0.20329374035596068,64,64,005,Economics__005__almost-ideal-demand-system,Good,Economics,Almost Ideal Demand System,drop_role_limitation,Drop all Limitation nodes
0.3637289348329782,0.513507326007326,0.6847619047619047,0.5238095238095238,0.07540448115044837,0.619047619047619,0.4217126787517945,0.8390050435168646,0.5717126786083692,0.1500000007,0.2802265905568549,56,56,006,Economics__006__optimal-taxation-and-public-production,Good,Economics,Optimal Taxation and Public Production,drop_role_limitation,Drop all Limitation nodes
0.43843709343240556,0.765922619047619,0.875,0.7083333333333333,0.058701223610961806,0.8333333333333334,0.5756180779116952,0.8759674493719134,0.725618077460459,0.1500000007,0.22106626015094796,64,64,007,Economics__007__national-debt-in-a-neoclassical-growth-model,Good,Economics,National Debt in a Neoclassical Growth Model,drop_role_limitation,Drop all Limitation nodes
0.4676204606791118,0.8723847231200172,0.9667072058376406,0.9047619047619048,0.07103824814816104,0.8571428571428571,0.6400638983589412,0.8565424006901,0.7900638977788133,0.6638297496269912,0.0590091110447452,56,56,008,Economics__008__survival-of-the-un-fittest-why-the-worst-infrastructure-gets-built-and-what-we-c,Good,Economics,Survival of the Un-fittest: Why the Worst Infrastructure Gets Built -- and What We Can Do About It,drop_role_limitation,Drop all Limitation nodes
0.5285289321789107,0.7758012820512821,0.9861111111111112,0.9583333333333334,0.06523691526924383,0.7916666666666666,0.629491460711606,0.8761451286920683,0.779491460152623,0.5904230930814042,0.101646679777099,64,64,009,Economics__009__the-colonial-origins-of-comparative-development-an-empirical-investigation,Good,Economics,The Colonial Origins of Comparative Development: An Empirical Investigation,drop_role_limitation,Drop all Limitation nodes
0.3360806426925206,0.5395408163265306,0.6431878306878307,0.5714285714285714,0.08853780161836537,0.7142857142857143,0.4342291918665054,0.8505784248038809,0.584229191698047,0.1500000007,0.27926322490733724,56,56,010,Economics__010__political-selection-and-persistence-of-bad-governments,Neutral,Economics,Political selection and persistence of bad governments,drop_role_limitation,Drop all Limitation nodes
0.5287833414690137,0.8494047619047619,0.993421052631579,0.9166666666666666,0.07137619096599565,0.875,0.6560993691283691,0.8846536819176574,0.8060993685161703,0.74779973245201,0.03847543537142058,64,64,011,Economics__011__monetary-economics-from-econophysics-perspective,Neutral,Economics,Monetary economics from econophysics perspective,drop_role_limitation,Drop all Limitation nodes
0.4795820124264395,0.7250228937728938,0.9445574162679425,0.7916666666666666,0.09588858921384456,0.75,0.5728903464612175,0.825369667826487,0.7228903460154368,0.5016891721669163,0.09815559971550666,64,64,012,Economics__012__expected-growth-criterion-an-axiomatization,Neutral,Economics,Expected Growth Criterion: An Axiomatization,drop_role_limitation,Drop all Limitation nodes
0.48579473465744194,0.6045100732600732,0.9536319073083779,0.5416666666666666,0.14352108120595847,0.9583333333333334,0.5443278971959895,0.8561162819431315,0.6943278968073336,0.6028555096200598,0.07740206500005593,64,64,013,Economics__013__labour-by-design-contributions-of-david-card-joshua-angrist-and-guido-imbens,Neutral,Economics,"Labour by Design: Contributions of David Card, Joshua Angrist, and Guido Imbens",drop_role_limitation,Drop all Limitation nodes
0.4768302717014701,0.6065476190476191,0.7715823412698413,0.7083333333333334,0.18877107818619465,0.875,0.5217703784196606,0.8290017778006994,0.6717703780761197,0.24859863227653536,0.17924029507816958,64,64,014,Economics__014__hypothetical-bias-in-stated-choice-experiments-part-i-integrative-synthesis-of-e,Neutral,Economics,"Hypothetical bias in stated choice experiments: Part I. Integrative synthesis of empirical 
evidence and conceptualisation of external validity",drop_role_limitation,Drop all Limitation nodes
